2025,10,1,6.2,1300015,7,
2025,10,2,6,1300015,7,
2025,10,3,14.6,1300015,7,
2025,10,4,3.3,1300015,7,
2025,10,5,6.2,1300015,7,
2025,10,6,53.3,1300015,7,
2025,10,7,26.6,1300015,7,
2025,10,8,0,1300015,7,
2025,10,9,43.6,1300015,7,
2025,10,10,4.8,1300015,7,
2025,10,11,3.6,1300015,7,
2025,10,12,0,1300015,7,
2025,10,13,0,1300015,7,
2025,10,14,15.4,1300015,7,
2025,10,15,0.3,1300015,7,
2025,10,16,0,1300015,7,
2025,10,17,2,1300015,7,
2025,10,18,2.8,1300015,7,
2025,10,19,17.5,1300015,7,
2025,10,20,0,1300015,7,
2025,10,21,5.3,1300015,7,
2025,10,22,40.4,1300015,7,
2025,10,23,6.8,1300015,7,
2025,10,24,0,1300015,7,
2025,10,25,4.7,1300015,7,
2025,10,26,0,1300015,7,
2025,10,27,0,1300015,7,
2025,10,28,0,1300015,7,
2025,10,29,2.7,1300015,7,
2025,10,30,0,1300015,7,
2025,10,31,0,1300015,7,
