2025,12,1,0.0,1300018,7
2025,12,2,0.0,1300018,7
2025,12,3,14.5,1300018,7
2025,12,4,10.0,1300018,7
2025,12,5,0.0,1300018,7
2025,12,6,0.0,1300018,7
2025,12,7,53.0,1300018,7
2025,12,8,49.0,1300018,7
2025,12,9,0.0,1300018,7
2025,12,10,0.0,1300018,7
2025,12,11,0.0,1300018,7
2025,12,12,0.0,1300018,7
2025,12,13,0.0,1300018,7
2025,12,14,12.7,1300018,7
2025,12,15,0.0,1300018,7
2025,12,16,0.0,1300018,7
2025,12,17,0.0,1300018,7
2025,12,18,0.0,1300018,7
2025,12,19,0.0,1300018,7
2025,12,20,0.0,1300018,7
2025,12,21,43.7,1300018,7
2025,12,22,0.0,1300018,7
2025,12,23,0.0,1300018,7
2025,12,24,0.0,1300018,7
2025,12,25,0.0,1300018,7
2025,12,26,48.0,1300018,7
2025,12,27,92.0,1300018,7
2025,12,28,0.0,1300018,7
2025,12,29,0.0,1300018,7
2025,12,30,0.0,1300018,7
2025,12,31,66.2,1300018,7
