2026,1,1,0,1300012,7,,
2026,1,2,0,1300012,7,,
2026,1,3,0,1300012,7,,
2026,1,4,0,1300012,7,,
2026,1,5,0,1300012,7,,
2026,1,6,0.2,1300012,7,,
2026,1,7,0.4,1300012,7,,
2026,1,8,0.8,1300012,7,,
2026,1,9,0,1300012,7,,
2026,1,10,0,1300012,7,,
2026,1,11,0,1300012,7,,
2026,1,12,1.8,1300012,7,,
2026,1,13,3.2,1300012,7,,
2026,1,14,0,1300012,7,,
2026,1,15,0,1300012,7,,
2026,1,16,0,1300012,7,,
2026,1,17,0.4,1300012,7,,
2026,1,18,1,1300012,7,,
2026,1,19,0.2,1300012,7,,
2026,1,20,0,1300012,7,,
2026,1,21,5.2,1300012,7,,
2026,1,22,1.8,1300012,7,,
2026,1,23,0.2,1300012,7,,
2026,1,24,0.2,1300012,7,,
2026,1,25,0,1300012,7,,
2026,1,26,14.2,1300012,7,,
2026,1,27,0,1300012,7,,
2026,1,28,0,1300012,7,,
2026,1,29,0,1300012,7,,
2026,1,30,0,1300012,7,,
2026,1,31,1,1300012,7,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
